0.122833,0.183582,-0.975300
-0.163830,0.039549,-0.985696
-0.828916,0.445541,-0.306795
-0.022261,0.219711,-0.975311
0.586778,0.107286,-0.802609
-0.461135,0.318782,-0.828090
-0.203928,0.089771,-1.093187
-0.474783,0.667478,-0.573633
0.067271,0.138355,-0.988095
-0.818673,0.498195,-0.285614
-0.448795,0.223216,-0.865308
0.129470,0.231644,-0.964147
0.570832,0.242022,-0.784587
0.817684,0.228975,-0.528170
0.947924,0.094835,-0.979885
0.446209,0.352495,-0.822584
0.837810,0.039303,-0.544546
-0.289959,0.874709,-0.388341
-0.518846,0.411256,-0.749444
-0.054150,0.106380,-0.992850
0.280741,0.379626,-0.881515
-0.377509,0.116260,-0.918679
0.157760,0.167882,-0.973102
0.694239,0.729108,-0.847361
-0.926944,0.114345,-0.357351
0.438151,0.241701,-0.865797
-0.686125,0.609428,-0.397279
-0.262398,-0.000619,-0.964960
0.360790,0.087993,-0.928487
0.646041,0.265329,-0.715703
-0.308186,0.163250,-0.937214
-0.357855,0.378931,-0.853435
-0.174674,0.183303,-0.967414
0.265087,0.776096,-0.572192
0.167735,0.250363,-0.953511
0.915322,0.378764,-0.136833
-0.089080,0.280521,-0.955705
-0.062103,0.041186,-0.997220
0.795502,0.164401,-0.583223
0.063399,0.152030,-0.986340
0.303448,0.280720,0.910558
-0.960547,0.276399,0.030874
0.918724,0.160756,-0.360698
0.597836,0.393609,-0.698330
-0.914850,0.243682,-0.321978
0.083296,0.149559,-0.985238
0.028169,0.300105,-0.953490
-0.747719,0.289132,-0.597762
-0.059957,0.083458,-0.994706
0.422381,0.735515,-0.529729
0.991418,0.115886,0.060497
-0.931090,0.007767,0.364707
-0.923112,0.010509,-0.384387
0.143125,0.094127,-0.985218
-0.006636,0.029011,-0.999557
-0.449623,0.019161,-0.893013
-0.995343,0.055806,0.078602
-0.465596,0.023136,-0.884695
-0.792699,0.030925,-0.608828
0.007009,0.067096,0.997722
-0.152401,0.012233,-0.988243
0.476825,0.041272,-0.878029
-0.237126,-0.198598,-0.874352
0.334116,0.017974,0.942361
-0.793148,0.011519,0.608919
0.815460,0.068038,0.574800
-0.994963,0.004994,0.100122
-0.104953,0.027632,0.994093
-0.693827,-0.085162,-0.226871
-0.542074,0.027130,-0.839893
0.786915,0.188120,0.587686
0.941451,0.039862,0.334785
0.751674,0.342622,-0.563557
0.862538,0.223380,0.454015
0.511575,0.204622,0.888049
0.945793,0.324183,-0.019515
0.754116,0.268557,0.599322
0.707811,0.678531,-0.196466
0.828203,0.141859,0.542176
0.625039,0.493106,-0.605123
0.973668,0.227435,0.015653
0.774259,0.236784,0.586904
0.390580,0.249409,0.886139
0.032109,0.235349,0.971380
0.158555,0.226352,0.961054
1.014720,0.637379,0.868652
0.035955,0.041499,0.998491
0.321744,0.883614,-0.340158
0.901191,0.417985,-0.114646
1.114293,0.218126,0.421867
0.624944,0.394490,0.673664
0.987587,0.119039,0.102479
0.770652,0.174708,0.612840
0.414213,0.729896,0.543765
0.745627,0.113849,-0.656566
0.531216,0.247823,0.810181
0.660032,0.607783,-0.441541
0.972241,0.000287,0.233981
0.628680,0.090977,0.772324
0.289625,0.273789,0.917146
1.009386,-0.215709,-0.026737
0.917663,0.387214,0.089218
0.930515,0.186746,0.315067
0.336176,0.818854,0.465256
0.746305,0.257135,0.613931
-0.369866,0.388542,0.843939
0.878070,0.288263,0.381966
0.900760,0.041360,0.432343
0.084123,0.173481,0.981238
0.828198,0.154834,0.538623
-0.922613,0.255211,-0.289228
0.405916,0.267100,-0.874008
-0.168528,0.164438,0.971884
0.298054,0.406465,0.863684
0.706060,0.241518,-0.665694
0.816386,0.153089,0.556846
0.817223,0.306090,0.488320
0.874469,0.291119,-0.388013
0.899086,0.084936,0.429454
0.219850,0.774545,0.593082
-0.547069,0.116533,0.828937
0.149158,0.006475,-0.988792
0.794174,0.009535,-0.607616
0.781111,0.094061,0.617267
0.868680,0.029176,0.494514
0.998224,0.017688,0.056885
0.659618,0.329722,-0.837137
0.998970,0.021783,0.039815
0.923338,0.030858,-0.382747
-0.867350,0.067677,-0.493075
0.775396,0.043043,0.538412
0.520857,0.041696,0.852625
0.781314,0.134458,-0.022734
-0.983391,0.018508,-0.180552
-0.130525,0.011125,-0.991383
-0.905966,0.067607,0.417918
0.409908,0.005019,-0.912113
-0.808565,0.029437,-0.587670
0.580808,0.018057,-0.813840
0.829090,-0.003262,0.037701
-0.911296,0.186792,0.366944
-0.777480,0.040174,0.627623
0.092788,0.357621,0.929246
-0.838431,0.223745,0.496963
-0.980435,0.110199,-0.163108
-0.483235,0.330698,0.810631
-0.905122,0.267537,0.330422
-0.233385,0.706853,0.667750
-0.895341,0.140649,0.422591
0.194694,0.515339,0.834578
