-0.666383,0.745410,-0.017250,-0.833182
-0.745183,-0.666606,-0.018420,0.990951
-0.025229,0.000580,0.999682,0.001661
0.000000,0.000000,0.000000,1.000000
-0.008619,0.999337,0.035361,-1.136727
-0.996706,-0.005733,-0.080902,0.757320
-0.080646,-0.035942,0.996095,0.094346
0.000000,0.000000,0.000000,1.000000
0.021165,0.997237,-0.071212,-1.116197
-0.999466,0.022878,0.023328,0.333578
0.024892,0.070680,0.997188,-0.108043
0.000000,0.000000,0.000000,1.000000
0.083589,0.994984,-0.054944,-1.089480
-0.996393,0.082645,-0.019233,-0.100042
-0.014596,0.056354,0.998304,-0.045018
0.000000,0.000000,0.000000,1.000000
0.034760,0.999346,0.009982,-1.134758
-0.999386,0.034713,0.004835,-0.367345
0.004486,-0.010143,0.999938,0.017816
0.000000,0.000000,0.000000,1.000000
0.761959,0.647231,0.022624,-0.962235
-0.647517,0.762006,0.008275,-0.877701
-0.011884,-0.020954,0.999710,0.018541
0.000000,0.000000,0.000000,1.000000
0.997063,0.055846,-0.052414,-0.773141
-0.060255,0.994409,-0.086715,-1.083003
0.047279,0.089619,0.994853,-0.140184
0.000000,0.000000,0.000000,1.000000
0.999448,0.006536,-0.032570,-0.420938
-0.006891,0.999918,-0.010809,-1.098168
0.032497,0.011027,0.999411,-0.022856
0.000000,0.000000,0.000000,1.000000
0.997561,0.032295,-0.061878,-0.018160
-0.034127,0.999003,-0.028780,-1.070975
0.060887,0.030821,0.997669,-0.025908
0.000000,0.000000,0.000000,1.000000
0.994762,-0.040233,0.093966,0.356948
0.045788,0.997282,-0.057730,-1.062003
-0.091388,0.061730,0.993900,-0.070416
0.000000,0.000000,0.000000,1.000000
0.673473,-0.739131,0.010924,0.796571
0.736406,0.669556,-0.096957,-1.037294
0.064350,0.073342,0.995229,-0.095119
0.000000,0.000000,0.000000,1.000000
0.110784,-0.993709,0.016424,0.997500
0.991810,0.109485,-0.065764,-0.867588
0.063552,0.023575,0.997700,-0.089625
0.000000,0.000000,0.000000,1.000000
-0.012950,-0.997157,-0.074229,1.102032
0.999726,-0.014359,0.018479,-0.391600
-0.019492,-0.073969,0.997070,0.101790
0.000000,0.000000,0.000000,1.000000
0.008751,-0.998663,-0.050957,1.079217
0.995694,0.004000,0.092612,0.007044
-0.092285,-0.051548,0.994397,0.083929
0.000000,0.000000,0.000000,1.000000
-0.105088,-0.991524,-0.076400,1.077774
0.993532,-0.108002,0.035059,0.450396
-0.043013,-0.072222,0.996461,0.089577
0.000000,0.000000,0.000000,1.000000
-0.715207,-0.696099,0.062648,1.045299
0.698860,-0.711171,0.076357,0.802383
-0.008599,0.098393,0.995110,-0.135658
0.000000,0.000000,0.000000,1.000000
-0.996071,-0.074466,-0.047932,0.827162
0.076463,-0.996218,-0.041269,1.034091
-0.044678,-0.044772,0.997998,0.090444
0.000000,0.000000,0.000000,1.000000
-0.998544,0.053311,0.008174,0.334160
-0.052960,-0.997859,0.038386,1.101808
0.010203,0.037898,0.999230,-0.058684
0.000000,0.000000,0.000000,1.000000
-0.998000,-0.043536,-0.045823,0.044793
0.046015,-0.997451,-0.054527,1.091637
-0.043333,-0.056527,0.997460,0.061797
0.000000,0.000000,0.000000,1.000000
-0.998700,0.033594,-0.038325,-0.335874
-0.038893,-0.988349,0.147151,1.099522
-0.032935,0.148450,0.988371,-0.190527
0.000000,0.000000,0.000000,1.000000
-0.759161,0.650776,0.012839,-0.713621
-0.650877,-0.759159,-0.006052,1.131749
0.005808,-0.012951,0.999899,-0.009920
0.000000,0.000000,0.000000,1.000000
