0.973947,0.106804,-0.200050
0.176971,0.318124,0.931385
-0.694450,0.002861,-0.719535
-0.531554,0.378234,-0.757884
0.323921,0.299943,-0.897279
0.709177,0.478906,-0.517413
-0.200709,0.116753,-0.972669
-0.775530,0.549617,-0.310605
0.173644,0.370833,-0.912321
-0.996344,0.041553,-0.074650
-0.514773,0.177898,-0.838666
0.644455,0.135557,-0.752530
0.316576,0.048136,-0.947345
0.296603,0.106517,-0.949042
0.708982,0.358956,-0.607037
-0.725835,0.271344,-0.632088
0.865722,0.109184,-0.488471
0.928548,0.307144,-0.208475
-0.172818,0.260927,-0.949764
0.587608,0.572541,-0.571764
-0.354692,0.343410,-0.869634
0.278988,0.167786,-0.945523
0.645783,0.053934,-0.761614
0.787031,0.615848,-0.036237
0.123165,0.003759,-0.992379
0.299421,0.394854,-0.868584
-0.228218,0.008553,-0.973572
-0.687816,0.533079,-0.492682
0.927697,0.342263,-0.149113
-0.558746,0.377133,-0.738630
-0.041050,0.238691,-0.970227
0.811070,0.315126,-0.492810
0.437409,0.801574,-0.407619
0.813441,0.143212,-0.563741
-0.243144,0.091026,-0.965710
0.884492,0.227008,-0.407605
0.939473,0.060908,-0.337165
0.369571,0.170314,-0.913461
0.038405,0.150863,-0.987808
0.396464,0.160071,-0.903988
0.207580,0.304375,-0.929659
-0.764768,0.182070,-0.618045
0.424038,0.890863,-0.162957
-0.517352,0.214492,-0.828457
0.814029,0.091617,-0.573553
-0.817268,0.287145,-0.499621
0.109721,0.202642,-0.973087
-0.154000,0.361153,-0.919702
0.903589,0.249656,-0.348135
0.721312,0.508355,0.470408
-0.914771,0.048257,0.401080
-0.339843,0.020944,-0.940249
0.051641,0.003969,-0.998658
0.558113,0.144367,0.817110
-0.237474,0.015891,-0.971264
-0.998798,0.020806,-0.044384
0.901386,0.038270,-0.431321
-0.922889,0.002379,0.385058
0.076707,0.058195,-0.995354
0.868399,0.035935,0.494562
-0.924176,0.009032,-0.381861
0.844628,0.035633,-0.534167
0.303896,0.007802,-0.952673
-0.823800,0.026504,0.566260
0.994985,0.027845,-0.096075
0.364673,0.122163,-0.923087
0.053891,0.280456,0.958353
-0.422628,0.025729,-0.905938
-0.148979,0.016415,-0.988704
0.655487,0.027312,-0.754713
-0.352387,0.110595,0.929297
-0.885547,0.303867,-0.351385
0.962323,0.002886,-0.271893
0.913845,0.385446,-0.127741
0.617754,0.309694,0.722820
0.072931,0.497282,0.864518
0.948977,0.119544,0.291808
0.625840,0.545491,-0.557462
0.707689,0.383421,0.593434
0.483663,0.039516,-0.874362
0.977183,0.184784,-0.104729
0.322702,0.140541,0.936008
0.675856,0.052532,0.735159
0.679647,0.110609,0.725152
0.159520,0.369473,0.915447
0.899094,0.272830,-0.342335
-0.036417,0.114031,0.992809
-0.310209,0.314724,0.897062
0.917366,0.271018,0.291528
0.177796,0.602996,0.777679
0.931410,0.351262,0.095340
0.683800,0.172540,0.708976
0.331164,0.055660,0.941930
-0.444308,0.645487,0.621238
0.805763,0.003876,0.592226
0.604047,0.408099,0.684530
0.963084,0.008741,0.269059
0.748929,0.534580,-0.391573
-0.371019,0.352594,0.859083
0.909375,0.383646,-0.160789
0.868097,0.245796,0.431267
0.007499,0.322564,0.946518
0.102264,0.834467,0.541485
0.065478,0.147995,0.986818
0.963133,0.092921,0.252469
-0.120422,0.236755,0.964078
-0.215861,0.063655,0.974347
0.608703,0.174698,0.773926
0.843099,0.154794,0.514998
0.586748,0.164576,0.792869
0.705707,0.313310,0.635464
0.905944,0.182854,-0.381877
-0.249500,0.951793,0.178438
0.974126,0.217494,-0.061436
0.076303,0.094254,0.992620
0.823746,0.287209,-0.488829
0.794266,0.208315,0.570742
0.877422,0.369471,0.305976
-0.176991,0.257758,0.949861
-0.802131,0.504922,0.318810
0.110044,0.048258,-0.992755
0.984200,0.020944,0.175816
0.839042,0.003969,0.544052
-0.986695,0.144367,0.074778
0.959877,0.015891,0.279972
0.537834,0.020806,-0.842794
-0.077162,0.038271,0.996284
0.127969,0.002379,-0.991775
