-0.708176,0.706026,-0.003694,-0.794272
-0.706025,-0.708184,-0.001761,1.065029
-0.003858,0.001361,0.999992,-0.003798
0.000000,0.000000,0.000000,1.000000
-0.072953,0.997329,-0.003704,-1.056431
-0.997334,-0.072959,-0.001704,0.803635
-0.001969,0.003570,0.999992,-0.005345
0.000000,0.000000,0.000000,1.000000
-0.001860,0.999992,-0.003716,-1.085597
-0.999996,-0.001868,-0.001818,0.403448
-0.001825,0.003713,0.999991,-0.005998
0.000000,0.000000,0.000000,1.000000
-0.001242,0.999992,-0.003767,-1.086347
-0.999998,-0.001248,-0.001793,0.003478
-0.001798,0.003765,0.999991,-0.006828
0.000000,0.000000,0.000000,1.000000
0.070016,0.997539,-0.003680,-1.086789
-0.997545,0.070010,-0.001767,-0.396718
-0.001505,0.003795,0.999992,-0.007450
0.000000,0.000000,0.000000,1.000000
0.706047,0.708156,-0.003553,-1.058838
-0.708165,0.706045,-0.001857,-0.796718
0.001194,0.003826,0.999992,-0.007843
0.000000,0.000000,0.000000,1.000000
0.997326,0.072986,-0.003748,-0.797497
-0.072993,0.997331,-0.001916,-1.059042
0.003598,0.002184,0.999991,-0.007530
0.000000,0.000000,0.000000,1.000000
0.999991,0.001804,-0.003688,-0.397374
-0.001810,0.999997,-0.001833,-1.088282
0.003685,0.001840,0.999991,-0.006075
0.000000,0.000000,0.000000,1.000000
0.999992,0.001209,-0.003748,0.002809
-0.001214,0.999998,-0.001728,-1.088986
0.003746,0.001733,0.999991,-0.004464
0.000000,0.000000,0.000000,1.000000
0.997538,-0.070031,-0.003724,0.402979
0.070025,0.997543,-0.001667,-1.089567
0.003832,0.001402,0.999991,-0.002998
0.000000,0.000000,0.000000,1.000000
0.708116,-0.706086,-0.003679,0.802857
0.706086,0.708124,-0.001635,-1.061356
0.003760,-0.001440,0.999992,-0.001523
0.000000,0.000000,0.000000,1.000000
0.072959,-0.997328,-0.003709,1.064934
0.997333,0.072966,-0.001747,-0.800006
0.002014,-0.003571,0.999992,-0.000028
0.000000,0.000000,0.000000,1.000000
0.001890,-0.999992,-0.003524,1.094195
0.999997,0.001896,-0.001681,-0.400109
0.001688,-0.003520,0.999992,0.000594
0.000000,0.000000,0.000000,1.000000
0.001239,-0.999992,-0.003773,1.095113
0.999998,0.001246,-0.001714,0.000064
0.001719,-0.003771,0.999992,0.001476
0.000000,0.000000,0.000000,1.000000
-0.070046,-0.997537,-0.003627,1.095502
0.997543,-0.070041,-0.001742,0.400434
0.001484,-0.003740,0.999992,0.002086
0.000000,0.000000,0.000000,1.000000
-0.706030,-0.708172,-0.003686,1.067629
0.708180,-0.706029,-0.001799,0.800467
-0.001328,-0.003880,0.999992,0.002685
0.000000,0.000000,0.000000,1.000000
-0.997329,-0.072945,-0.003738,0.805959
0.072952,-0.997334,-0.001856,1.062686
-0.003592,-0.002124,0.999992,0.002246
0.000000,0.000000,0.000000,1.000000
-0.999991,-0.001765,-0.003758,0.405987
0.001771,-0.999997,-0.001717,1.091858
-0.003754,-0.001724,0.999992,0.000865
0.000000,0.000000,0.000000,1.000000
-0.999993,-0.001087,-0.003669,0.005795
0.001093,-0.999998,-0.001737,1.092705
-0.003667,-0.001741,0.999992,-0.000655
0.000000,0.000000,0.000000,1.000000
-0.997541,0.069986,-0.003577,-0.394179
-0.069980,-0.997547,-0.001715,1.093020
-0.003688,-0.001460,0.999993,-0.002085
0.000000,0.000000,0.000000,1.000000
-0.708186,0.706015,-0.003745,-0.794130
-0.706014,-0.708196,-0.001807,1.065224
-0.003928,0.001364,0.999991,-0.003826
0.000000,0.000000,0.000000,1.000000
